% 1. Title of Database: Blocks Classification
% 2. Sources:
%    (a) Donato Malerba
%        Dipartimento di Informatica
%        University of Bari
%        via Orabona 4
%        70126 Bari - Italy
%        phone: +39 - 80 - 5443269
%        fax: +39 - 80 - 5443196
%        malerbad@vm.csata.it
%    (b) Donor: Donato Malerba
%    (c) Date: July 1995
% 3. Past Usage:
%    This data set have been used to try different simplification methods
%    for decision trees. A summary of the results can be found in:
% 
%    Malerba, D., Esposito, F., and Semeraro, G.
%    "A Further Comparison of Simplification Methods for Decision-Tree Induction."
%    In D. Fisher and H. Lenz (Eds.), "Learning  from Data: 
%    Artificial Intelligence and Statistics V", Lecture Notes in Statistics,
%    Springer Verlag, Berlin, 1995.
% 
%    The problem consists in classifying all the blocks of the page
%    layout of a document that has been detected by a segmentation
%    process. This is an essential step in document analysis
%    in order to separate text from graphic areas. Indeed, 
%    the five classes are: text (1), horizontal line (2),
%    picture (3), vertical line (4) and graphic (5).
%    For a detailed presentation of the problem see:
% 
%     Esposito F., Malerba D., & Semeraro G.
%   Multistrategy Learning for Document Recognition
%          Applied Artificial Intelligence, 8, pp. 33-84, 1994
% 
%    All instances have been personally checked so that
%    low noise is present in the data.
% 
% 4. Relevant Information Paragraph:
% 
%    The 5473 examples comes from 54 distinct documents. 
%    Each observation concerns one block. 
%    All attributes are numeric.
%    Data are in a format readable by C4.5.
% 
% 5. Number of Instances: 5473.
% 
% 6. Number of Attributes 
% 
%    height:   integer.         | Height of the block.
%    lenght:   integer.     | Length of the block. 
%    area:     integer.    | Area of the block (height * lenght);
%    eccen:    continuous.  | Eccentricity of the block (lenght / height);
%    p_black:  continuous.  | Percentage of black pixels within the block (blackpix / area);
%    p_and:    continuous.        | Percentage of black pixels after the application of the Run Length Smoothing Algorithm (RLSA) (blackand / area);
%    mean_tr:  continuous.      | Mean number of white-black transitions (blackpix / wb_trans);
%    blackpix: integer.    | Total number of black pixels in the original bitmap of the block.
%    blackand: integer.        | Total number of black pixels in the bitmap of the block after the RLSA.
%    wb_trans: integer.          | Number of white-black transitions in the original bitmap of the block.
% 
% 
% 
% 7. Missing Attribute Values:  No missing value.
% 
% 8. Class Distribution: 
% 
%                                            Valid    Cum
%    Class               Frequency  Percent  Percent  Percent
%  
% text                      4913     89.8     89.8     89.8
% horiz. line                329      6.0      6.0     95.8
% graphic                     28       .5       .5     96.3
% vert. line                  88      1.6      1.6     97.9
% picture                    115      2.1      2.1    100.0
%                                 -------  -------  -------
%                         TOTAL      5473    100.0    100.0
% 
% Summary Statistics:
% 
% Variable      Mean    Std Dev   Minimum   Maximum   Correlation 
% 
% HEIGHT       10.47      18.96         1       804         .3510
% LENGTH       89.57     114.72         1       553        -.0045
% AREA       1198.41    4849.38         7    143993         .2343
% ECCEN        13.75      30.70      .007    537.00         .0992
% P_BLACK        .37        .18      .052      1.00         .2130
% P_AND          .79        .17      .062      1.00        -.1771
% MEAN_TR       6.22      69.08      1.00   4955.00         .0723
% BLACKPIX    365.93    1270.33         7     33017         .1656
% BLACKAND    741.11    1881.50         7     46133         .1565
% WB_TRANS    106.66     167.31         1      3212         .0337
% 
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation page-blocks

@attribute height INTEGER
@attribute lenght INTEGER
@attribute area INTEGER
@attribute eccen REAL
@attribute p_black REAL
@attribute p_and REAL
@attribute mean_tr REAL
@attribute blackpix INTEGER
@attribute blackand INTEGER
@attribute wb_trans INTEGER
@attribute class {1,2,3,4,5}

@data
10,58,580,5.800,.402,.893,2.81,233,518,83,1
84,1,84,.012,1.00,1.00,84.00,84,84,1,4
14,192,2688,13.714,.234,.589,2.28,628,1584,275,1
16,12,192,.750,.526,.833,7.21,101,160,14,1
14,284,3976,20.286,.236,.698,2.24,938,2777,419,1
9,225,2025,25.000,.198,.741,1.41,400,1501,283,1
10,325,3250,32.500,.215,.692,1.51,700,2248,463,1
9,333,2997,37.000,.237,.671,1.57,711,2011,452,1
9,197,1773,21.889,.274,.699,1.74,485,1240,278,1
9,58,522,6.444,.351,.669,2.29,183,349,80,1
13,323,4199,24.846,.256,.557,2.40,1076,2340,449,1
17,24,408,1.412,.360,.708,5.88,147,289,25,1
7,37,259,5.286,.521,.954,3.14,135,247,43,1
9,184,1656,20.444,.214,.798,1.46,354,1322,242,1
9,44,396,4.889,.341,.677,2.55,135,268,53,1
10,330,3300,33.000,.207,.671,1.61,684,2215,425,1
9,33,297,3.667,.340,.677,2.53,101,201,40,1
10,292,2920,29.200,.203,.649,1.50,594,1896,397,1
7,50,350,7.143,.266,.740,1.45,93,259,64,1
117,1,117,.009,1.00,1.00,117.00,117,117,1,4
4,93,372,23.250,.312,.763,1.66,116,284,70,1
6,94,564,15.667,.184,.934,1.32,104,527,79,1
13,284,3692,21.846,.205,.553,1.87,758,2040,405,1
6,94,564,15.667,.188,.874,1.63,106,493,65,1
16,24,384,1.500,.393,.935,4.72,151,359,32,1
5,94,470,18.800,.234,.845,1.39,110,397,79,1
12,167,2004,13.917,.225,.752,1.93,451,1507,234,1
5,94,470,18.800,.183,.798,1.62,86,375,53,1
4,95,380,23.750,.311,.979,1.51,118,372,78,1
7,61,427,8.714,.241,.794,1.47,103,339,70,1
6,95,570,15.833,.209,.667,1.63,119,380,73,1
6,93,558,15.500,.238,.711,1.71,133,397,78,1
10,288,2880,28.800,.191,.564,1.50,549,1624,365,1
5,93,465,18.600,.351,1.00,1.66,163,465,98,1
1,18,18,18.000,.389,1.00,3.50,7,18,2,1
10,323,3230,32.300,.198,.676,1.38,641,2183,465,1
5,95,475,19.000,.255,.787,1.73,121,374,70,1
6,97,582,16.167,.232,.852,1.55,135,496,87,1
10,293,2930,29.300,.207,.596,1.53,606,1746,397,1
5,96,480,19.200,.342,.738,2.13,164,354,77,1
6,96,576,16.000,.309,.925,1.73,178,533,103,1
6,96,576,16.000,.335,.703,2.44,193,405,79,1
6,96,576,16.000,.259,.740,1.69,149,426,88,1
17,24,408,1.412,.407,.809,4.88,166,330,34,1
13,239,3107,18.385,.239,.615,2.16,742,1912,343,1
5,63,315,12.600,.368,.927,2.00,116,292,58,1
8,298,2384,37.250,.242,.791,1.50,576,1886,383,1
6,96,576,16.000,.319,.703,2.30,184,405,80,1
5,96,480,19.200,.404,.817,2.77,194,392,70,1
7,56,392,8.000,.329,.791,1.65,129,310,78,1
5,94,470,18.800,.277,.945,1.63,130,444,80,1
10,330,3300,33.000,.225,.771,1.44,744,2545,518,1
6,96,576,16.000,.309,.644,2.44,178,371,73,1
6,95,570,15.833,.274,.784,1.97,156,447,79,1
10,319,3190,31.900,.239,.674,1.67,764,2149,458,1
6,96,576,16.000,.297,.811,2.25,171,467,76,1
5,82,410,16.400,.361,.802,2.11,148,329,70,1
6,96,576,16.000,.351,.755,2.43,202,435,83,1
16,24,384,1.500,.411,.872,4.51,158,335,35,1
9,285,2565,31.667,.338,.765,2.42,866,1961,358,1
6,96,576,16.000,.267,.939,1.51,154,541,102,1
6,96,576,16.000,.302,.795,2.20,174,458,79,1
136,1,136,.007,.993,1.00,135.00,135,136,1,4
9,305,2745,33.889,.191,.730,1.40,525,2003,375,1
6,96,576,16.000,.260,.856,1.53,150,493,98,1
5,94,470,18.800,.313,.751,1.91,147,353,77,1
7,19,133,2.714,.286,.632,1.65,38,84,23,1
6,95,570,15.833,.256,.768,1.78,146,438,82,1
9,331,2979,36.778,.222,.690,1.57,661,2056,421,1
6,95,570,15.833,.226,.933,1.45,129,532,89,1
6,96,576,16.000,.234,.668,2.01,135,385,67,1
10,282,2820,28.200,.191,.701,1.43,540,1977,378,1
6,97,582,16.167,.235,.703,1.71,137,409,80,1
9,183,1647,20.333,.218,.600,1.42,359,989,252,1
6,97,582,16.167,.282,.794,1.84,164,462,89,1
6,97,582,16.167,.266,.720,1.82,155,419,85,1
6,93,558,15.500,.276,.962,1.52,154,537,101,1
6,94,564,15.667,.287,.713,2.45,162,402,66,1
7,97,679,13.857,.211,.791,1.51,143,537,95,1
16,24,384,1.500,.440,.948,5.28,169,364,32,1
12,91,1092,7.583,.281,.590,2.46,307,644,125,1
5,97,485,19.400,.334,.831,1.98,162,403,82,1
6,97,582,16.167,.299,.701,1.85,174,408,94,1
13,242,3146,18.615,.231,.614,2.33,726,1932,312,1
4,96,384,24.000,.417,.753,2.19,160,289,73,1
6,96,576,16.000,.198,.668,1.61,114,385,71,1
7,140,980,20.000,.253,.886,1.49,248,868,167,1
6,96,576,16.000,.262,.842,1.51,151,485,100,1
10,303,3030,30.300,.179,.669,1.32,543,2028,410,1
5,96,480,19.200,.323,.838,1.78,155,402,87,1
6,96,576,16.000,.217,.797,1.45,125,459,86,1
10,284,2840,28.400,.202,.709,1.43,575,2013,402,1
4,69,276,17.250,.377,.960,1.82,104,265,57,1
9,80,720,8.889,.231,.694,1.54,166,500,108,1
5,96,480,19.200,.329,.717,2.14,158,344,74,1
6,96,576,16.000,.274,.901,1.58,158,519,100,1
6,96,576,16.000,.318,.575,3.00,183,331,61,1
5,99,495,19.800,.303,.739,1.92,150,366,78,1
6,96,576,16.000,.293,.724,2.09,169,417,81,1
4,96,384,24.000,.479,.878,2.56,184,337,72,1
37,1,37,.027,1.00,1.00,37.00,37,37,1,4
6,94,564,15.667,.326,.862,2.02,184,486,91,1
16,92,1472,5.750,.245,.522,3.61,361,769,100,1
6,39,234,6.500,.342,.936,2.05,80,219,39,1
5,39,195,7.800,.395,.826,3.67,77,161,21,1
5,39,195,7.800,.436,.656,3.54,85,128,24,1
160,286,45760,1.788,.201,.226,55.42,9199,10347,166,5
91,285,25935,3.132,.158,.165,113.89,4100,4287,36,5
64,73,4672,1.141,.403,.445,72.38,1882,2077,26,3
63,66,4158,1.048,.491,.591,44.37,2041,2458,46,3
65,50,3250,.769,.454,.487,245.83,1475,1582,6,3
63,79,4977,1.254,.338,.345,186.78,1681,1718,9,3
32,1,32,.031,1.00,1.00,32.00,32,32,1,4
4,108,432,27.000,.778,.826,56.00,336,357,6,2
11,32,352,2.909,.264,.500,3.10,93,176,30,1
9,18,162,2.000,.395,.759,2.78,64,123,23,1
9,9,81,1.000,.321,.395,13.00,26,32,2,1
11,57,627,5.182,.343,.678,2.95,215,425,73,1
1,20,20,20.000,.750,1.00,3.00,15,20,5,2
11,252,2772,22.909,.092,.095,63.75,255,262,4,2
7,31,217,4.429,.382,.811,1.84,83,176,45,1
9,38,342,4.222,.377,.731,2.74,129,250,47,1
430,5,2150,.012,.216,.221,46.50,465,475,10,4
9,151,1359,16.778,.185,.566,1.39,251,769,181,1
10,88,880,8.800,.248,.490,2.16,218,431,101,1
9,160,1440,17.778,.215,.800,1.58,310,1152,196,1
7,92,644,13.143,.292,.907,1.54,188,584,122,1
9,127,1143,14.111,.213,.679,1.58,243,776,154,1
10,1,10,.100,.900,1.00,9.00,9,10,1,4
8,75,600,9.375,.228,.662,1.37,137,397,100,1
7,119,833,17.000,.285,.872,1.50,237,726,158,1
7,4,28,.571,.429,.714,2.40,12,20,5,1
1,41,41,41.000,.390,1.00,1.07,16,41,15,1
1,40,40,40.000,.400,1.00,1.07,16,40,15,1
1,42,42,42.000,.405,1.00,1.06,17,42,16,1
9,59,531,6.556,.237,.802,1.56,126,426,81,1
8,1,8,.125,1.00,1.00,8.00,8,8,1,4
6,17,102,2.833,.245,.804,1.39,25,82,18,1
8,120,960,15.000,.250,.748,1.66,240,718,145,1
7,59,413,8.429,.462,1.00,2.33,191,413,82,1
7,125,875,17.857,.290,.735,1.59,254,643,160,1
9,111,999,12.333,.209,.571,1.57,209,570,133,1
7,164,1148,23.429,.281,.838,1.60,323,962,202,1
7,8,56,1.143,.393,.750,2.00,22,42,11,1
1,40,40,40.000,.400,1.00,1.07,16,40,15,1
1,35,35,35.000,.429,1.00,1.07,15,35,14,1
7,31,217,4.429,.336,.834,1.52,73,181,48,1
9,211,1899,23.444,.219,.707,1.48,416,1343,282,1
9,93,837,10.333,.229,.734,1.57,192,614,122,1
8,129,1032,16.125,.232,.823,1.46,239,849,164,1
6,7,42,1.167,.333,.952,1.40,14,40,10,1
7,12,84,1.714,.226,.607,2.38,19,51,8,1
9,88,792,9.778,.263,.726,1.59,208,575,131,1
1,33,33,33.000,.364,1.00,1.09,12,33,11,1
1,63,63,63.000,.952,1.00,20.00,60,63,3,2
8,48,384,6.000,.396,.924,2.03,152,355,75,1
7,38,266,5.429,.410,.910,1.82,109,242,60,1
7,36,252,5.143,.456,.980,2.05,115,247,56,1
7,76,532,10.857,.301,.859,1.38,160,457,116,1
5,2,10,.400,.800,.800,8.00,8,8,1,1
7,56,392,8.000,.143,.401,1.56,56,157,36,1
7,105,735,15.000,.256,.705,1.69,188,518,111,1
7,53,371,7.571,.089,.245,1.50,33,91,22,1
1,95,95,95.000,.379,1.00,1.03,36,95,35,1
9,75,675,8.333,.194,.698,1.46,131,471,90,1
1,76,76,76.000,.961,1.00,36.50,73,76,2,2
8,20,160,2.500,.263,.613,2.00,42,98,21,1
7,31,217,4.429,.415,.783,2.31,90,170,39,1
9,98,882,10.889,.285,.645,2.06,251,569,122,1
9,102,918,11.333,.166,.560,1.58,152,514,96,1
6,21,126,3.500,.238,.738,1.58,30,93,19,1
7,12,84,1.714,.250,.524,1.75,21,44,12,1
8,69,552,8.625,.261,.879,1.47,144,485,98,1
1,102,102,102.00,.961,1.00,24.50,98,102,4,2
8,77,616,9.625,.232,.731,1.47,143,450,97,1
8,22,176,2.750,.438,.790,2.41,77,139,32,1
7,62,434,8.857,.272,.963,1.46,118,418,81,1
6,10,60,1.667,.183,.650,1.83,11,39,6,1
6,7,42,1.167,.333,.738,2.33,14,31,6,1
5,20,100,4.000,.170,.480,1.55,17,48,11,1
1,91,91,91.000,.352,1.00,1.03,32,91,31,1
1,29,29,29.000,.310,1.00,1.13,9,29,8,1
7,17,119,2.429,.160,.739,1.73,19,88,11,1
6,9,54,1.500,.296,.796,2.00,16,43,8,1
5,56,280,11.200,.121,.471,1.31,34,132,26,1
4,44,176,11.000,.267,.778,1.42,47,137,33,1
5,128,640,25.600,.759,.764,162.00,486,489,3,2
2,47,94,23.500,.170,.511,1.14,16,48,14,1
1,22,22,22.000,.318,1.00,1.17,7,22,6,1
6,31,186,5.167,.199,.565,1.85,37,105,20,1
3,8,24,2.667,.333,.875,1.33,8,21,6,1
1,47,47,47.000,.340,1.00,1.14,16,47,14,1
9,44,396,4.889,.412,.795,2.47,163,315,66,1
6,39,234,6.500,.226,.705,1.66,53,165,32,1
7,8,56,1.143,.214,.625,1.71,12,35,7,1
9,32,288,3.556,.417,.715,3.08,120,206,39,1
6,50,300,8.333,.240,.630,1.76,72,189,41,1
7,8,56,1.143,.304,.768,1.42,17,43,12,1
1,77,77,77.000,.325,1.00,1.04,25,77,24,1
1,47,47,47.000,.426,1.00,1.05,20,47,19,1
1,42,42,42.000,.381,1.00,1.07,16,42,15,1
7,59,413,8.429,.242,.685,1.79,100,283,56,1
6,82,492,13.667,.104,.303,1.31,51,149,39,1
5,12,60,2.400,.200,.467,1.71,12,28,7,1
5,58,290,11.600,.090,.259,1.18,26,75,22,1
9,72,648,8.000,.255,.494,2.01,165,320,82,1
1,45,45,45.000,.356,1.00,1.07,16,45,15,1
16,90,1440,5.625,.197,.770,1.39,283,1109,204,1
7,2,14,.286,.643,.714,9.00,9,10,1,4
5,280,1400,56.000,.780,.786,156.00,1092,1100,7,2
67,296,19832,4.418,.088,.285,1.54,1748,5649,1134,1
8,117,936,14.625,.201,.698,1.45,188,653,130,1
7,46,322,6.571,.416,.776,2.63,134,250,51,1
8,126,1008,15.750,.209,.573,1.45,211,578,146,1
9,55,495,6.111,.275,.661,1.92,136,327,71,1
7,158,1106,22.571,.211,.552,1.60,233,610,146,1
7,30,210,4.286,.271,.871,1.33,57,183,43,1
9,49,441,5.444,.252,.739,1.61,111,326,69,1
7,118,826,16.857,.386,.869,2.26,319,718,141,1
6,18,108,3.000,.343,.926,1.76,37,100,21,1
6,20,120,3.333,.317,.983,1.52,38,118,25,1
7,75,525,10.714,.263,.710,1.52,138,373,91,1
8,17,136,2.125,.228,.860,1.48,31,117,21,1
16,106,1696,6.625,.192,.593,1.49,325,1005,218,1
7,6,42,.857,.286,.857,1.71,12,36,7,1
7,28,196,4.000,.286,.781,1.56,56,153,36,1
8,30,240,3.750,.242,.821,1.53,58,197,38,1
7,70,490,10.000,.265,.976,1.40,130,478,93,1
7,31,217,4.429,.300,.880,1.97,65,191,33,1
8,54,432,6.750,.188,.780,1.53,81,337,53,1
6,15,90,2.500,.244,.733,2.20,22,66,10,1
8,180,1440,22.500,.199,.724,1.31,286,1043,219,1
7,34,238,4.857,.223,.916,1.33,53,218,40,1
7,34,238,4.857,.252,1.00,1.43,60,238,42,1
7,65,455,9.286,.407,.895,2.18,185,407,85,1
9,98,882,10.889,.185,.662,1.58,163,584,103,1
9,138,1242,15.333,.271,.609,1.87,336,756,180,1
6,7,42,1.167,.452,1.00,2.38,19,42,8,1
6,104,624,17.333,.099,.258,2.00,62,161,31,1
9,261,2349,29.000,.183,.718,1.42,430,1686,302,1
9,98,882,10.889,.302,.712,2.03,266,628,131,1
4,253,1012,63.250,.129,.660,1.41,131,668,93,1
8,80,640,10.000,.197,.769,1.48,126,492,85,1
8,180,1440,22.500,.213,.794,1.39,306,1143,220,1
7,65,455,9.286,.404,.925,2.07,184,421,89,1
10,285,2850,28.500,.175,.598,1.58,499,1703,315,1
23,92,2116,4.000,.145,.532,1.44,306,1126,212,1
9,222,1998,24.667,.202,.711,1.52,403,1421,266,1
7,28,196,4.000,.306,.847,1.58,60,166,38,1
7,26,182,3.714,.302,.863,1.90,55,157,29,1
8,32,256,4.000,.230,.613,1.40,59,157,42,1
9,52,468,5.778,.203,.626,1.38,95,293,69,1
7,21,147,3.000,.286,.850,1.35,42,125,31,1
5,6,30,1.200,.233,1.00,1.40,7,30,5,1
6,13,78,2.167,.295,.692,1.53,23,54,15,1
5,19,95,3.800,.316,.916,1.50,30,87,20,1
5,16,80,3.200,.250,.938,2.00,20,75,10,1
105,2,210,.019,.529,.533,111.00,111,112,1,4
6,85,510,14.167,.239,.725,1.42,122,370,86,1
5,28,140,5.600,.307,.821,1.39,43,115,31,1
7,61,427,8.714,.321,.667,1.90,137,285,72,1
5,2,10,.400,.700,.700,7.00,7,7,1,4
7,18,126,2.571,.262,.873,1.94,33,110,17,1
6,59,354,9.833,.237,.881,1.38,84,312,61,1
6,45,270,7.500,.422,.881,1.73,114,238,66,1
7,27,189,3.857,.259,.688,1.44,49,130,34,1
8,24,192,3.000,.203,.568,1.70,39,109,23,1
7,22,154,3.143,.097,.403,1.36,15,62,11,1
71,34,2414,.479,.094,.273,1.91,227,659,119,1
5,42,210,8.400,.257,.838,1.46,54,176,37,1
5,6,30,1.200,.400,.867,2.00,12,26,6,1
5,15,75,3.000,.093,.347,1.40,7,26,5,1
5,11,55,2.200,.309,.836,1.70,17,46,10,1
7,35,245,5.000,.245,.804,1.36,60,197,44,1
7,40,280,5.714,.229,.682,1.25,64,191,51,1
8,85,680,10.625,.238,.687,1.46,162,467,111,1
5,27,135,5.400,.267,.622,1.71,36,84,21,1
6,12,72,2.000,.319,1.00,1.53,23,72,15,1
7,15,105,2.143,.200,.571,1.50,21,60,14,1
7,14,98,2.000,.357,.939,1.84,35,92,19,1
8,37,296,4.625,.264,.676,1.86,78,200,42,1
6,40,240,6.667,.221,.621,1.43,53,149,37,1
7,39,273,5.571,.147,.480,1.67,40,131,24,1
8,69,552,8.625,.216,.643,1.43,119,355,83,1
7,87,609,12.429,.365,.856,1.91,222,521,116,1
7,40,280,5.714,.250,.832,1.59,70,233,44,1
9,46,414,5.111,.297,.833,1.66,123,345,74,1
7,17,119,2.429,.319,.933,1.41,38,111,27,1
7,96,672,13.714,.271,.688,1.54,182,462,118,1
7,15,105,2.143,.181,.610,2.71,19,64,7,1
5,24,120,4.800,.342,.808,1.32,41,97,31,1
8,39,312,4.875,.205,.712,1.36,64,222,47,1
6,8,48,1.333,.417,1.00,2.86,20,48,7,1
8,42,336,5.250,.259,.756,1.74,87,254,50,1
5,29,145,5.800,.276,.779,1.60,40,113,25,1
7,28,196,4.000,.270,.750,1.36,53,147,39,1
7,10,70,1.429,.286,.771,2.22,20,54,9,1
5,6,30,1.200,.433,1.00,1.63,13,30,8,1
5,13,65,2.600,.292,.892,1.46,19,58,13,1
5,18,90,3.600,.322,1.00,1.45,29,90,20,1
5,25,125,5.000,.400,.928,1.52,50,116,33,1
5,39,195,7.800,.338,.903,1.35,66,176,49,1
5,7,35,1.400,.314,.857,1.83,11,30,6,1
7,108,756,15.429,.362,.807,2.11,274,610,130,1
7,34,238,4.857,.273,.761,1.48,65,181,44,1
17,110,1870,6.471,.175,.603,1.46,328,1128,224,1
9,132,1188,14.667,.189,.588,1.54,225,698,146,1
11,427,4697,38.818,.566,.570,189.79,2657,2676,14,2
5,110,550,22.000,.547,.556,100.33,301,306,3,2
11,552,6072,50.182,.816,.816,4955.00,4955,4955,1,2
36,186,6696,5.167,.318,.654,7.28,2126,4382,292,1
6,7,42,1.167,.714,.857,30.00,30,36,1,1
23,20,460,.870,.507,.672,21.18,233,309,11,1
38,227,8626,5.974,.304,.648,7.09,2623,5593,370,1
20,39,780,1.950,.232,.585,3.42,181,456,53,1
22,20,440,.909,.280,.570,5.35,123,251,23,1
19,12,228,.632,.303,.439,7.67,69,100,9,1
16,112,1792,7.000,.305,.879,2.72,546,1576,201,1
14,18,252,1.286,.298,.655,5.00,75,165,15,1
10,119,1190,11.900,.202,.842,1.59,240,1002,151,1
1,283,283,283.00,.993,1.00,140.50,281,283,2,2
1,184,184,184.00,.967,1.00,44.50,178,184,4,2
1,16,16,16.000,.938,1.00,15.00,15,16,1,2
11,60,660,5.455,.271,.850,1.97,179,561,91,1
11,367,4037,33.364,.221,.770,1.64,891,3108,544,1
9,17,153,1.889,.333,.895,2.13,51,137,24,1
10,22,220,2.200,.323,.814,2.09,71,179,34,1
3,550,1650,183.33,.329,.375,27.15,543,619,20,2
14,370,5180,26.429,.175,.648,1.64,907,3357,554,1
14,412,5768,29.429,.179,.671,1.59,1032,3869,651,1
12,117,1404,9.750,.200,.714,1.60,281,1002,176,1
13,348,4524,26.769,.195,.743,1.64,881,3363,537,1
13,390,5070,30.000,.182,.735,1.56,924,3727,593,1
12,302,3624,25.167,.199,.795,1.68,721,2880,429,1
10,227,2270,22.700,.225,.970,1.64,510,2202,311,1
10,17,170,1.700,.224,.729,2.38,38,124,16,1
10,23,230,2.300,.261,.787,1.76,60,181,34,1
1,235,235,235.00,.923,1.00,27.13,217,235,8,2
1,58,58,58.000,.845,1.00,9.80,49,58,5,2
1,12,12,12.000,.667,1.00,4.00,8,12,2,2
1,69,69,69.000,.667,1.00,4.18,46,69,11,2
1,107,107,107.00,.869,1.00,18.60,93,107,5,2
14,440,6160,31.429,.158,.626,1.54,975,3857,632,1
12,311,3732,25.917,.195,.781,1.64,727,2914,443,1
10,18,180,1.800,.289,.744,2.60,52,134,20,1
11,22,242,2.000,.281,.669,1.94,68,162,35,1
3,550,1650,183.33,.339,.401,15.11,559,662,37,2
10,94,940,9.400,.286,1.00,1.78,269,940,151,1
14,422,5908,30.143,.180,.580,1.70,1062,3426,624,1
13,311,4043,23.923,.216,.759,1.63,873,3069,537,1
10,18,180,1.800,.294,.872,2.30,53,157,23,1
10,23,230,2.300,.313,.891,2.40,72,205,30,1
3,463,1389,154.33,.296,.382,13.70,411,531,30,2
1,85,85,85.000,.882,1.00,12.50,75,85,6,2
14,409,5726,29.214,.172,.578,1.79,984,3307,551,1
13,337,4381,25.923,.185,.751,1.58,811,3291,514,1
13,423,5499,32.538,.188,.762,1.64,1034,4191,632,1
9,18,162,2.000,.309,.901,2.63,50,146,19,1
11,23,253,2.091,.265,.735,2.09,67,186,32,1
1,8,8,8.000,1.00,1.00,8.00,8,8,1,2
3,544,1632,181.33,.326,.406,16.12,532,662,33,2
11,357,3927,32.455,.215,.823,1.55,845,3232,546,1
13,188,2444,14.462,.188,.710,1.67,460,1736,275,1
13,377,4901,29.000,.178,.746,1.59,872,3655,548,1
12,274,3288,22.833,.208,.817,1.65,685,2687,416,1
10,20,200,2.000,.290,.795,2.52,58,159,23,1
8,22,176,2.750,.324,.909,1.78,57,160,32,1
2,19,38,9.500,.184,.553,3.50,7,21,2,1
1,17,17,17.000,1.00,1.00,17.00,17,17,1,2
1,206,206,206.00,.990,1.00,204.00,204,206,1,2
2,325,650,162.50,.485,.537,28.64,315,349,11,2
14,348,4872,24.857,.169,.676,1.56,822,3293,526,1
13,218,2834,16.769,.216,.737,1.78,612,2090,344,1
12,207,2484,17.250,.200,.699,1.70,496,1736,292,1
12,245,2940,20.417,.204,.797,1.70,599,2342,353,1
10,20,200,2.000,.275,.910,1.90,55,182,29,1
10,23,230,2.300,.317,.891,2.35,73,205,31,1
1,8,8,8.000,1.00,1.00,8.00,8,8,1,2
1,17,17,17.000,1.00,1.00,17.00,17,17,1,2
1,277,277,277.00,.993,1.00,137.50,275,277,2,2
1,199,199,199.00,.945,1.00,37.60,188,199,5,2
13,44,572,3.385,.171,.712,1.61,98,407,61,1
10,553,5530,55.300,.797,.884,21.30,4409,4890,207,2
41,67,2747,1.634,.441,.529,33.67,1212,1452,36,1
3,259,777,86.333,.960,.978,67.82,746,760,11,2
5,5,25,1.000,.720,.720,18.00,18,18,1,1
38,342,12996,9.000,.275,.466,12.99,3573,6053,275,1
8,109,872,13.625,.271,.864,1.83,236,753,129,1
8,65,520,8.125,.302,.908,1.74,157,472,90,1
8,79,632,9.875,.316,.975,1.80,200,616,111,1
7,57,399,8.143,.321,.952,1.47,128,380,87,1
1,34,34,34.000,.471,1.00,1.07,16,34,15,2
7,18,126,2.571,.167,.437,2.63,21,55,8,1
9,137,1233,15.222,.235,.693,1.70,290,854,171,1
9,311,2799,34.556,.163,.582,1.34,456,1629,340,1
6,96,576,16.000,.238,.778,1.38,137,448,99,1
7,158,1106,22.571,.239,.952,1.33,264,1053,198,1
9,299,2691,33.222,.226,.705,1.58,607,1896,385,1
9,128,1152,14.222,.219,.745,1.44,252,858,175,1
8,319,2552,39.875,.174,.692,1.26,445,1765,353,1
8,59,472,7.375,.186,.672,1.49,88,317,59,1
7,41,287,5.857,.261,.885,1.32,75,254,57,1
118,105,12390,.890,.052,.105,3.33,642,1296,193,5
2,100,200,50.000,.460,.505,11.50,92,101,8,2
9,1,9,.111,1.00,1.00,9.00,9,9,1,4
2,52,104,26.000,.231,.529,1.50,24,55,16,2
1,161,161,161.00,.410,1.00,1.02,66,161,65,2
158,167,26386,1.057,.160,.276,8.24,4213,7279,511,5
9,181,1629,20.111,.217,.661,1.66,354,1077,213,1
8,302,2416,37.750,.211,.730,1.43,510,1763,356,1
9,295,2655,32.778,.200,.559,1.50,531,1483,354,1
8,42,336,5.250,.271,.813,1.54,91,273,59,1
10,263,2630,26.300,.204,.589,1.54,537,1550,348,1
8,309,2472,38.625,.186,.644,1.41,459,1593,325,1
8,108,864,13.500,.196,.686,1.34,169,593,126,1
7,43,301,6.143,.219,.983,1.27,66,296,52,1
7,35,245,5.000,.188,.849,1.21,46,208,38,1
1,22,22,22.000,.591,1.00,2.60,13,22,5,1
6,13,78,2.167,.231,.487,3.00,18,38,6,1
9,134,1206,14.889,.216,.680,1.65,260,820,158,1
11,48,528,4.364,.237,.390,7.35,125,206,17,5
9,321,2889,35.667,.154,.553,1.32,446,1597,339,1
8,112,896,14.000,.170,.786,1.27,152,704,120,1
7,65,455,9.286,.215,.798,1.38,98,363,71,1
7,178,1246,25.429,.242,.795,1.41,301,990,213,1
9,268,2412,29.778,.132,.534,1.24,319,1288,258,1
7,75,525,10.714,.156,.758,1.28,82,398,64,1
