Actual Time	Age	Community Building	Community Membership_Family	Community Membership_Hobbies	Community Membership_None	Community Membership_Other	Community Membership_Political	Community Membership_Professional	Community Membership_Religious	Community Membership_Support	Country	Disability_Cognitive	Disability_Hearing	Disability_Motor	Disability_Not Impaired	Disability_Not Say	Disability_Vision	Education Attainment	Falsification of Information	Gender	Household Income	How You Heard About Survey_Banner	How You Heard About Survey_Friend	How You Heard About Survey_Mailing List	How You Heard About Survey_Others	How You Heard About Survey_Printed Media	How You Heard About Survey_Remebered	How You Heard About Survey_Search Engine	How You Heard About Survey_Usenet News	How You Heard About Survey_WWW Page	Major Geographical Location	Major Occupation	Marital Status	Most Import Issue Facing the Internet	Opinions on Censorship	Primary Computing Platform	Primary Language	Primary Place of WWW Access	Race	Not Purchasing_Bad experience	Not Purchasing_Bad press	Not Purchasing_Cant find	Not Purchasing_Company policy	Not Purchasing_Easier locally	Not Purchasing_Enough info	Not Purchasing_Judge quality	Not Purchasing_Never tried	Not Purchasing_No credit	Not Purchasing_Not applicable	Not Purchasing_Not option	Not Purchasing_Other	Not Purchasing_Prefer people	Not Purchasing_Privacy	Not Purchasing_Receipt	Not Purchasing_Security	Not Purchasing_Too complicated	Not Purchasing_Uncomfortable	Not Purchasing_Unfamiliar vendor	Registered to Vote	Sexual Preference	Web Ordering	Web Page Creation	Who Pays for Access_Don't Know	Who Pays for Access_Other	Who Pays for Access_Parents	Who Pays for Access_School	Who Pays for Access_Self	Who Pays for Access_Work	Willingness to Pay Fees	Years on Internet	who
Other	27	Dont Know	0	0	1	0	0	0	0	0	Georgia	0	0	0	1	0	0	Special	Under 25	Male	$20-29	1	0	0	0	0	0	0	0	0	USA	Other	Single	Privacy	4	Win95	English	Home	White	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	Yes	Heterosexual	No	No	0	0	0	0	1	0	Already paying	Under 6 mo	id99271
Retired	64	Dont Know	0	0	1	0	0	0	0	0	Utah	0	0	0	1	0	0	Some College	Never	Male	$10-19	1	0	0	0	0	0	0	0	0	USA	Other	Divorced	Taxes	4		English	Home	White	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	Yes	Heterosexual	Yes	No	0	0	0	0	1	0	Already paying	Under 6 mo	id94791
Attorney/Judge	44	More	0	1	0	1	0	1	0	0	Florida	0	0	0	1	0	0	Professional	Never	Male	$40-49	0	0	0	0	0	0	0	0	1	USA	Professional	Widowed	Privacy	1		English	Home	White	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Yes	Bisexual	No	No	0	0	0	0	1	0	Already paying	Under 6 mo	id94146
Other	Not Say!	Dont Know	0	0	1	0	0	0	0	0	Florida	0	0	0	1	0	0	Some College	NA	Female	Not Say	1	0	0	0	0	0	0	0	0	USA	Professional	Single	Privacy	1		English	Home	White	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	Not Say	Heterosexual	No	No	0	0	0	0	1	0	Already paying	6-12 mo	id93919
Other	26	Equally	1	1	0	0	0	1	1	1	Arizona	0	0	0	1	0	0	Some College	Never	Female	Under $10	0	1	0	0	0	0	0	0	0	USA	Other	Divorced	Navigation	4	Win95	English	Home	White	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	1	0	Already paying	1-3 yr	id96816
College Student	29	Dont Know	0	0	1	0	0	0	0	0	Wisconsin	0	0	0	1	0	0	Some College	Never	Female	Under $10	0	0	0	0	0	0	1	0	0	USA	Education	Single	Privacy	4	Win95	English	Primarily home	Hispanic	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Yes	Heterosexual	No	No	0	0	0	0	1	0	Other sources	1-3 yr	id93883
Clerk	41	Dont Know	0	0	1	0	0	0	0	0	Oregon	0	0	0	0	0	1	Some College	NA	Female	Not Say	0	0	0	0	0	0	0	0	1	USA	Professional	Married	Privacy	4	Win95	English	Primarily home	White	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	No	Heterosexual	No	No	0	0	0	0	1	0	Already paying	Under 6 mo	id91826
Health Care Worker	56	More	1	1	0	0	0	0	0	0	California	0	0	0	1	0	0	College	Never	Female	$75-99	1	0	0	0	0	0	0	0	0	USA	Professional	Married	Privacy	3		English	Home	White	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Yes	Heterosexual	Yes	No	0	0	0	0	1	0	Already paying	Under 6 mo	id97767
College Student	18	More	0	1	0	1	0	1	1	0	New Jersey	0	0	0	1	0	0	Some College	Never	Female	Not Say	0	0	0	0	0	0	1	0	1	USA	Education	Single	Navigation	4	Macintosh	English	School	White	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	Yes	Heterosexual	No	No	0	0	0	1	0	0	Other sources	Under 6 mo	id92139
Programmer	32	More	0	0	0	0	0	1	0	1	North Carolina	0	0	0	1	0	0	Masters	51-75	Female	Over $100	0	0	0	1	0	0	0	0	0	USA	Computer	Married	Censorship	2	Win95	English	Primarily work	White	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	1	1	Poor quality	4-6 yr	id97578
Retired	59	More	1	1	0	0	0	0	0	0	Iowa	0	0	0	1	0	0	Some College	Never	Male	$20-29	0	0	0	0	0	0	0	0	1	USA	Other	Married	Encryption	2		English	Home	White	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	1	0	Cost too high	6-12 mo	id99035
Other	47	Equally	0	1	0	1	0	1	0	0	New York	0	0	0	1	0	0	Some College	Not Say	Female	$30-39	0	0	0	1	0	0	0	0	0	USA	Computer	Single	Privacy	4	Windows	English	Home	White	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	Yes	Heterosexual	Yes	No	0	0	0	0	1	0	Already paying	6-12 mo	id92584
Engineer	34	Dont Know	0	0	1	0	0	0	0	0	New York	0	0	0	1	0	0	College	NA	Female	$75-99	0	1	0	0	0	0	0	0	0	USA	Professional	Married	Privacy	4	Win95	English	Primarily work	White	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	1	0	1	Other sources	6-12 mo	id99489
K-12 Student	15	Equally	0	1	0	0	0	0	0	1	Michigan	0	0	0	0	0	1	Grammar	Under 25	Female	Not Say	0	0	0	0	0	1	0	0	0	USA	Education	Single	Privacy	1	Win95	English	Primarily home	White	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	Not Applicable	Heterosexual	No	Yes	0	0	1	0	0	0	Already paying	6-12 mo	id80765
Engineer	29	Equally	1	0	0	0	0	1	0	0	New York	0	0	0	1	0	0	Masters	Under 25	Male	$40-49	0	0	0	0	0	0	1	0	0	USA	Professional	Single	Privacy	1	Win95	English	Primarily home	White	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	Yes	Heterosexual	Yes	Yes	0	0	0	0	1	1	Other sources	Over 7 yr	id91864
College Student	19	Equally	1	0	0	0	0	0	0	0	United Kingdom	0	0	0	1	0	0	High School	Never	Female	Under $10	0	0	0	0	0	0	0	0	1	Europe	Education	Single	Encryption	4	Windows	English	Primarily work	White	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	1	1	0	Other sources	1-3 yr	id96744
Other	26	Equally	0	1	0	0	0	0	0	0	Netherlands	0	0	0	1	0	0	Some College	51-75	Male	$30-39	0	0	0	0	0	0	0	0	1	Europe	Computer	Other	Privacy	1	Win95	Dutch	Primarily home	White	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	Yes	Heterosexual	Yes	Yes	0	0	0	1	1	1	Already paying	1-3 yr	id92600
Looking	25	Dont Know	0	1	0	0	0	0	0	0	Kansas	0	0	0	1	0	0	High School	Never	Male	$30-39	1	0	0	0	0	0	0	0	0	USA	Other	Married	Censorship	1		English	Home	White	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	No	Heterosexual	Yes	Yes	0	0	0	0	1	0	Already paying	1-3 yr	id99188
Retired	75	More	1	0	0	0	0	0	0	0	New Jersey	0	0	0	1	0	0	Special	NA	Female	$10-19	0	0	0	0	0	0	0	0	1	USA	Other	Widowed	Dont Know	3		English	Home	White	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	Yes	Heterosexual	No	No	0	0	0	0	1	0	Already paying	Under 6 mo	id93733
Other	40	More	0	1	0	0	0	1	0	0	Missouri	0	0	0	1	0	0	Some College	26-50	Female	$75-99	0	0	0	0	0	0	1	0	0	USA	Computer	Other	Privacy	1	Macintosh	English	Primarily work	White	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Yes	Heterosexual	Yes	No	0	0	0	0	1	1	Other sources	1-3 yr	id96700
Other	31	More	1	1	0	0	0	1	0	0	Florida	0	0	0	1	0	0	Some College	Not Say	Male	$50-74	0	0	0	0	0	1	0	0	0	USA	Computer	Single	Navigation	1	NT	English	Primarily work	White	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	1	1	Other sources	1-3 yr	id99669
Programmer	25	More	1	0	0	1	0	0	0	0	Illinois	0	0	0	1	0	0	Some College	Over 75	Male	Not Say	0	0	0	0	0	0	0	0	1	USA	Computer	Single	Navigation	4		English	Primarily home	Asian	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	Yes	Heterosexual	Yes	No	0	0	0	0	1	0	Already paying	1-3 yr	id99670
Designer	42	Dont Know	0	0	1	0	0	0	0	0	Illinois	0	0	0	1	0	0	Other	NA	Female	$10-19	0	0	0	0	0	0	0	0	1	USA	Professional	Married	Privacy	1		English	Home	White	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	Yes	Heterosexual	No	No	0	0	0	0	1	0	Already paying	Under 6 mo	id96620
Other	31	Equally	0	0	0	0	0	1	0	0	California	0	0	0	1	1	0	Masters	Under 25	Male	$75-99	0	0	0	0	0	1	0	0	0	USA	Computer	Single	Other	2	Unix	English	Primarily work	White	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	0	1	Other sources	Over 7 yr	id70960
Other	25	More	0	1	0	0	0	1	0	1	Turkey	0	0	0	1	0	0	Masters	Under 25	Female	$10-19	0	0	1	0	0	0	0	0	0	Europe	Computer	Divorced	Privacy	2	Win95	Turkish	Primarily home	White	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	0	1	Cost too high	4-6 yr	id91501
Manager	30	More	0	1	0	0	0	0	1	0	Pennsylvania	0	0	0	1	0	0	College	Never	Female	$50-74	0	0	0	0	0	0	0	0	1	USA	Management	Married	Privacy	1	Win95	English	Home	White	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	1	0	Already paying	1-3 yr	id99101
Other	45	Equally	1	1	0	0	0	1	1	0	Illinois	0	0	0	1	0	0	Masters	Never	Female	$75-99	0	0	0	0	0	0	1	0	0	USA	Professional	Married	Privacy	4	Win95	English	Home	White	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	Yes	Heterosexual	No	No	0	0	0	1	1	0	Already paying	Under 6 mo	id95538
Writer/Journalist	23	Equally	0	0	1	0	0	0	0	0	Massachusetts	0	0	0	1	0	0	College	Over 75	Female	Over $100	0	0	0	1	0	0	0	0	0	USA	Professional	Other	Censorship	1	Unix	English	Primarily work	White	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	Yes	Heterosexual	Yes	Yes	0	0	0	1	1	1	Other sources	4-6 yr	id97105
Vice President	29	More	0	0	0	1	0	0	0	0	Nevada	0	0	0	1	0	0	College	Never	Female	$40-49	0	0	0	0	0	0	0	0	1	USA	Management	Divorced	Privacy	1		English	Home	White	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	Yes	Heterosexual	Yes	No	0	0	0	0	1	0	Already paying	Under 6 mo	id99552
College Student	20	More	0	1	0	1	0	0	0	0	New York	1	0	0	0	0	0	Some College	Under 25	Male	Not Say	0	0	1	0	0	0	0	0	0	USA	Education	Single	Censorship	1	Macintosh	English	Primarily home	White	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	1	1	0	Other	1-3 yr	id89694
Marketing Professional	31	Less	1	0	0	0	0	0	0	0	Ohio	0	0	0	1	0	0	College	Under 25	Female	$30-39	0	0	0	0	0	0	1	0	0	USA	Professional	Single	Other	1	Win95	English	Primarily work	White	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	0	1	Other sources	4-6 yr	id99681
Other	27	Dont Know	1	0	0	0	0	0	0	0	Colorado	0	0	0	1	0	0	Some College	Never	Male	Not Say	0	0	0	0	0	0	0	0	1	USA	Other	Married	Censorship	1		English	Home	White	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Yes	Heterosexual	Yes	No	0	0	0	0	1	0	Other sources	6-12 mo	id95117
Consultant	29	Equally	0	0	0	0	0	1	0	0	Germany	0	0	0	1	0	0	Masters	51-75	Male	Not Say	0	0	1	0	0	1	0	0	0	Europe	Professional	Single	Privacy	1	Macintosh	German	Work	Other	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Not Applicable	Not say	Yes	Yes	0	0	0	0	1	1	Poor quality	1-3 yr	id17296
Retired	65	More	0	0	0	1	0	0	0	0	California	0	0	0	1	0	0	High School	Never	Male	Over $100	0	0	0	1	0	0	0	0	0	USA	Other	Married	Privacy	4		English	Primarily home	White	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	Yes	Heterosexual	No	No	0	0	0	0	1	0	Already paying	6-12 mo	id99249
Self Employed	46	More	1	1	0	0	0	1	0	0	Illinois	0	0	0	1	0	0	Some College	Never	Female	$20-29	0	0	0	0	0	0	0	0	1	USA	Management	Married	Censorship	1	Win95	English	Primarily home	White	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	1	0	Other sources	1-3 yr	id99473
Other	29	More	1	0	0	0	0	1	0	0	United Kingdom	0	0	0	1	0	0	College	Under 25	Male	$30-39	0	0	0	0	0	0	1	0	1	Europe	Computer	Married	Other	3	Win95	English	Primarily work	White	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Yes	Heterosexual	Yes	Yes	0	0	0	0	0	1	Payment mechanism	4-6 yr	id93299
Physician	33	Dont Know	0	0	0	1	0	0	0	0	Florida	0	0	0	1	0	0	Professional	Under 25	Male	$50-74	0	0	0	0	0	0	0	0	1	USA	Professional	Married	Privacy	1		spanish	Home	Hispanic	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	No	Heterosexual	Yes	No	0	0	1	0	0	0	Don't trust	6-12 mo	id95134
College Student	19	Equally	0	1	0	0	0	0	0	0	Ontario	0	0	0	1	0	0	Some College	Never	Female	Not Say	0	0	0	0	0	0	0	0	1	Canada	Education	Single	Encryption	3	Macintosh	English	School	White	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	Yes	Heterosexual	No	No	0	0	0	0	1	0	Already paying	1-3 yr	id95964
Homemaker	35	Dont Know	1	0	0	0	0	0	0	0	Pennsylvania	0	0	0	1	0	0	College	Never	Female	$40-49	0	0	0	0	0	0	0	0	1	USA	Other	Married	Censorship	1		English	Home	White	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	Yes	Heterosexual	No	No	0	0	0	0	1	0	Already paying	Under 6 mo	id97836
Other	22	Less	0	0	1	0	0	0	0	0	Hong Kong	0	0	0	1	0	0	College	51-75	Male	Under $10	0	0	0	0	0	0	0	0	1	Asia	Computer	Single	Privacy	2	Win95	Chinese	Primarily home	Asian	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Yes	Heterosexual	No	Yes	0	0	0	1	1	0	Cost too high	1-3 yr	id99901
Civil Servant	35	Dont Know	0	0	1	0	0	0	0	0	California	0	0	0	1	0	0	Some College	Under 25	Male	$30-39	0	0	0	0	0	0	1	0	0	USA	Other	Single	Censorship	1	Win95	English	Home	White	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Yes	Not say	Yes	Yes	0	0	0	0	1	0	Already paying	Over 7 yr	id91272
IS	49	Equally	0	0	1	0	0	0	0	0	Arkansas	0	0	0	1	0	0	College	Never	Female	$50-74	0	0	0	1	0	0	0	0	0	USA	Computer	Married	Privacy	4	Win95	English	Work	White	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	Yes	Heterosexual	No	Yes	0	0	0	0	0	1	Poor quality	4-6 yr	id93699
Other	Not Say!	Dont Know	0	0	1	0	0	0	0	0	Virginia	0	0	0	1	0	0	Other	NA	Male	$50-74	0	1	0	0	0	0	0	0	0	USA	Computer	Single	Privacy	2	Macintosh	English	Work	White	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Heterosexual	No	No	0	0	0	0	0	1	Other sources	Over 7 yr	id91457
Other	54	Dont Know	0	0	1	0	0	0	0	0	Minnesota	0	0	0	1	0	0	Masters	NA	Female	$30-39	0	0	0	0	0	0	0	0	1	USA	Professional	Single	Privacy	4	Macintosh	English	Primarily work	White	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	Yes	Heterosexual	No	No	0	0	0	0	1	0	Already paying	1-3 yr	id91458
Other	46	More	1	0	0	0	1	0	0	1	California	0	0	0	1	0	0	Some College	Never	Male	$75-99	0	0	0	0	0	0	1	0	1	USA	Other	Married	Taxes	4	Windows	English	Home	Black	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	Yes	Heterosexual	No	No	0	0	0	0	1	0	Already paying	1-3 yr	id99688
Other	36	More	0	0	0	0	0	0	0	1	Tennessee	0	0	0	0	1	0	High School	Never	Male	Under $10	0	0	0	0	0	0	0	0	1	USA	Other	Divorced	Privacy	1		English	Home	White	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	No	Not say	Yes	No	0	0	0	0	1	0	Other	6-12 mo	id94176
College Educator	30	Dont Know	0	0	1	0	0	0	0	0	North Carolina	0	0	0	1	0	0	Some College	Under 25	Male	$50-74	0	0	0	0	0	1	0	0	0	USA	Education	Other	Other	1	Win95	English	Primarily work	White	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	1	0	Poor quality	1-3 yr	id97232
Other	26	More	0	1	0	0	1	1	0	0	United Kingdom	0	0	0	1	0	0	College	26-50	Male	$30-39	1	0	0	0	0	0	0	0	0	Europe	Computer	Single	Navigation	2	Win95	English	Work	White	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	0	1	Cost too high	1-3 yr	id97928
Retired	50	Equally	1	1	0	0	0	0	0	0	Massachusetts	0	0	0	0	1	0	Some College	Never	Male	$20-29	0	0	0	0	0	0	0	1	0	USA	Other	Married	Navigation	3		English	Home	Other	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	Yes	Heterosexual	No	No	0	0	0	0	1	0	Already paying	Under 6 mo	id95140
Other	27	Dont Know	0	0	1	0	0	0	0	0	Arizona	0	0	0	1	0	0	Some College	Never	Male	$20-29	0	0	0	1	0	0	0	0	0	USA	Other	Single	Other	3		English	Primarily home	White	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Yes	Heterosexual	No	No	0	0	0	0	1	0	Other	Under 6 mo	id90818
Other	23	More	0	1	0	0	0	1	0	0	Georgia	0	0	0	1	0	0	College	Never	Female	Not Say	0	0	0	0	0	0	0	1	0	USA	Computer	Single	Navigation	4	Macintosh	English	Home	White	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	1	0	Already paying	4-6 yr	id99619
Other	5	More	0	1	0	1	1	1	0	1	Tennessee	0	0	0	1	0	0	Other	26-50	Male	$20-29	0	0	0	1	0	0	0	0	1	USA	Education	Single	Taxes	1		English	Primarily home	Other	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	No	Bisexual	Yes	Yes	0	0	1	0	0	0	Other sources	6-12 mo	id98336
Homemaker	47	Equally	1	0	0	1	0	0	0	1	New York	0	0	0	0	0	1	Some College	Never	Female	$30-39	0	0	0	1	0	0	0	0	0	USA	Other	Married	Taxes	4		English	Home	White	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	Yes	Heterosexual	No	Yes	0	0	0	0	1	0	Other sources	6-12 mo	id91946
Other	27	Equally	0	1	0	0	0	1	0	0	North Carolina	0	0	0	1	0	0	Some College	Under 25	Male	$30-39	0	0	0	0	0	1	0	0	0	USA	Computer	Other	Navigation	2	Win95	English	Primarily work	White	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	1	1	Other sources	4-6 yr	id94177
K-12 Educator	25	Dont Know	0	0	1	0	0	0	0	0	Ohio	0	0	0	1	0	0	College	Never	Female	$20-29	0	0	0	0	0	0	0	0	1	USA	Education	Single	Taxes	2	Win95	English	Home	White	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	Yes	Heterosexual	Yes	No	0	0	0	0	1	0	Already paying	6-12 mo	id95646
Mircocomputer	24	Equally	0	0	1	0	0	0	0	0	Massachusetts	0	0	0	1	0	0	College	Never	Male	$30-39	0	1	0	0	0	0	0	0	0	USA	Computer	Single	Other	4	Macintosh	English	Primarily work	White	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	0	1	Other sources	Over 7 yr	id99428
Other	43	Equally	0	1	0	0	0	1	0	1	Georgia	0	0	0	1	0	0	College	Never	Female	$40-49	0	1	0	0	0	0	0	0	0	USA	Computer	Single	Privacy	3	Win95	English	Work	Black	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	0	1	Other sources	1-3 yr	id99686
Accountant	31	Dont Know	0	0	1	0	0	0	0	0	Australia	0	0	0	1	0	0	Professional	26-50	Female	$75-99	0	0	0	0	0	1	0	0	0	Oceania	Professional	Married	Privacy	4	Win95	English	Primarily work	White	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	Not Applicable	Heterosexual	Yes	No	0	0	0	0	1	1	Already paying	1-3 yr	id75222
Other	47	Dont Know	0	0	1	0	0	0	0	0	British Columbia	0	0	0	0	1	0	Some College	NA	Female	Not Say	0	0	0	0	0	0	0	0	1	Canada	Other	Single	Navigation	1	Win95	English	Primarily home	White	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	No	Not say	No	No	0	1	0	0	0	0	Already paying	4-6 yr	id93507
Other	64	More	0	1	0	0	0	0	0	0	Connecticut	0	0	0	1	0	0	College	Never	Male	Not Say	0	1	0	0	0	0	0	0	0	USA	Education	Married	Navigation	1		English	Home	White	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Heterosexual	No	Yes	0	0	0	0	1	0	Other sources	1-3 yr	id93510
Retired	60	More	0	1	0	1	0	0	0	1	California	0	0	0	1	0	0	Some College	Under 25	Female	$10-19	1	0	0	0	0	0	0	0	0	USA	Other	Divorced	Encryption	3		English	Home	White	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	Yes	Not say	No	Yes	0	0	0	0	1	0	Already paying	Under 6 mo	id95062
Manager	40	Dont Know	0	0	0	0	0	1	0	0	Italy	0	0	0	1	0	0	Masters	26-50	Male	$50-74	0	0	0	1	0	0	0	0	0	Europe	Management	Single	Navigation	2	Win95	Italian	Primarily work	Latino	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Yes	Heterosexual	No	No	0	0	0	0	0	1	Poor quality	4-6 yr	id95149
Other	39	More	0	0	0	0	0	1	1	0	New York	0	0	0	1	0	0	Some College	Never	Male	$50-74	0	1	0	1	0	0	0	0	0	USA	Computer	Divorced	Privacy	2	Macintosh	English	Primarily work	White	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	No	Heterosexual	Yes	Yes	0	0	0	0	1	1	Other sources	4-6 yr	id91624
Mircocomputer	59	More	0	1	0	0	0	0	0	0	Georgia	0	0	1	0	0	1	Masters	Never	Female	$20-29	1	0	0	0	0	0	0	0	0	USA	Computer	Divorced	Censorship	2	Win95	English	Home	White	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	No	Heterosexual	Yes	No	0	0	0	0	1	0	Other sources	6-12 mo	id92468
Administrator/Secretary	35	Equally	1	1	0	0	0	0	0	0	Virginia	0	0	0	1	0	0	Some College	Under 25	Female	$40-49	0	0	0	0	0	0	0	0	1	USA	Professional	Married	Censorship	1	Win95	English	Primarily home	White	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	1	0	Already paying	6-12 mo	id95510
Other	74	Equally	0	0	1	0	0	0	0	0	Arizona	0	0	0	1	0	0	Doctoral	Under 25	Female	$30-39	1	0	0	0	0	0	0	0	1	USA	Computer	Widowed	Taxes	3	Macintosh	English	Other	White	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	1	0	Other sources	4-6 yr	id97333
Self Employed	53	More	0	0	0	1	0	0	0	0	Ontario	0	0	0	1	0	0	Some College	Never	Female	$40-49	0	0	0	0	0	0	0	0	1	Canada	Management	Married	Privacy	1	Windows	English	Home	White	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Yes	Heterosexual	Yes	No	0	0	0	0	1	0	Already paying	1-3 yr	id93761
College Student	20	More	1	1	0	0	1	1	0	0	Washington	0	0	0	1	0	0	Some College	51-75	Male	Not Say	0	0	0	0	0	1	0	0	0	USA	Education	Single	Taxes	1	Macintosh	English	Primarily home	White	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	1	0	Already paying	1-3 yr	id46760
College Student	23	More	0	1	0	0	0	0	0	0	Oklahoma	0	0	0	1	0	0	Some College	Under 25	Male	$10-19	0	0	0	0	0	0	0	0	1	USA	Education	Single	Censorship	1	Win95	English	Home	White	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Yes	Heterosexual	No	No	0	0	0	0	1	0	Poor quality	1-3 yr	id96999
Other	27	Dont Know	0	0	1	0	0	0	0	0	Illinois	0	0	0	1	0	0	College	26-50	Female	Not Say	0	0	0	1	0	0	0	0	0	USA	Computer	Married	Culture	1	Macintosh	English	Primarily work	White	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	Yes	Heterosexual	Yes	Yes	0	0	0	0	1	1	Already paying	1-3 yr	id95391
